CurrentTime,index,name,selectROI,Vx,Vy,X,Y,row,col
1.03333333333333,2,out-2-V,tile-2,0.00152727,-3.565466e-05,-0.1911453,0.005415358,2,1
1.03333333333333,3,out-3-V,tile-3,0,0,-0.09238875,0.123308,3,1
1.03333333333333,4,out-4-V,tile-4,-0.01378338,0.004550105,0.7304829,0.1193073,1,2
1.03333333333333,5,out-5-V,tile-5,0.1808642,-0.3957141,0.02035247,0.4763129,2,2
1.03333333333333,6,out-6-V,tile-6,0,0,-0.01339018,0.02231204,3,2
1.03333333333333,7,out-7-V,tile-7,0.03449529,0.0009568621,-0.310917,-0.1826307,1,3
1.03333333333333,8,out-8-V,tile-8,0.2019188,-0.02833275,0.2754886,0.2005203,2,3
1.03333333333333,9,out-9-V,tile-9,-0.0003562827,-0.0002333267,0.02537056,0.01809559,3,3
1.06666666666667,1,out-1-V,tile-1,0.0002021535,0.007732224,-0.2518959,-0.2545401,1,1
1.06666666666667,2,out-2-V,tile-2,0.008255993,-0.0001418521,-0.1908701,0.00541063,2,1
